Organism Scientific Name	Organism Common Name	Organism Qualifier	Taxonomy id	Assembly Name	Assembly Accession	Source	Annotation	Level	Contig N50	Size	Submission Date	Gene Count	BioProject	BioSample
Bacteriophage sp.		isolate: 2046_21133	38018	ASM2996573v1	GCA_029965735.1	GenBank		Complete Genome	56089	56089	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2423_15267	38018	ASM2996574v1	GCA_029965745.1	GenBank		Complete Genome	46831	46831	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2264_63933	38018	ASM2996575v1	GCA_029965755.1	GenBank		Complete Genome	60447	60447	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1641_6854	38018	ASM2996576v1	GCA_029965765.1	GenBank		Complete Genome	62079	62079	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1583_82392	38018	ASM2996577v1	GCA_029965775.1	GenBank		Complete Genome	58254	58254	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1552_59161	38018	ASM2996578v1	GCA_029965785.1	GenBank		Complete Genome	63573	63573	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1492_42505	38018	ASM2996579v1	GCA_029965795.1	GenBank		Complete Genome	35688	35688	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1424_45026	38018	ASM2996580v1	GCA_029965805.1	GenBank		Complete Genome	36473	36473	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1184_52475	38018	ASM2996581v1	GCA_029965815.1	GenBank		Complete Genome	44565	44565	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0476_69008	38018	ASM2996582v1	GCA_029965825.1	GenBank		Complete Genome	35224	35224	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0454_26462	38018	ASM2996583v1	GCA_029965835.1	GenBank		Complete Genome	45849	45849	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0345_100396	38018	ASM2996584v1	GCA_029965845.1	GenBank		Complete Genome	33602	33602	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0290_49921	38018	ASM2996585v1	GCA_029965855.1	GenBank		Complete Genome	63434	63434	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0155_18253	38018	ASM2996586v1	GCA_029965865.1	GenBank		Complete Genome	23809	23809	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0052_109530	38018	ASM2996587v1	GCA_029965875.1	GenBank		Complete Genome	34531	34531	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0988_11981	38018	ASM2996588v1	GCA_029965885.1	GenBank		Complete Genome	55476	55476	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0922_47142	38018	ASM2996589v1	GCA_029965895.1	GenBank		Complete Genome	33310	33310	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0885_53522	38018	ASM2996590v1	GCA_029965905.1	GenBank		Complete Genome	51141	51141	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0808_34753	38018	ASM2996591v1	GCA_029965915.1	GenBank		Complete Genome	32231	32231	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0760_47836	38018	ASM2996592v1	GCA_029965925.1	GenBank		Complete Genome	37381	37381	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0733_3875	38018	ASM2996593v1	GCA_029965935.1	GenBank		Complete Genome	55865	55865	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0712_7426	38018	ASM2996594v1	GCA_029965945.1	GenBank		Complete Genome	54874	54874	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3310_116303	38018	ASM2996595v1	GCA_029965955.1	GenBank		Complete Genome	37155	37155	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2859_101857	38018	ASM2996596v1	GCA_029965965.1	GenBank		Complete Genome	37747	37747	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2633_66174	38018	ASM2996597v1	GCA_029965975.1	GenBank		Complete Genome	36975	36975	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 4195_4977	38018	ASM2996598v1	GCA_029965985.1	GenBank		Complete Genome	33963	33963	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4184_31145	38018	ASM2996599v1	GCA_029965995.1	GenBank		Complete Genome	45636	45636	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4139_27080	38018	ASM2996600v1	GCA_029966005.1	GenBank		Complete Genome	43596	43596	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4037_14187	38018	ASM2996601v1	GCA_029966015.1	GenBank		Complete Genome	97590	97590	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4025_84236	38018	ASM2996602v1	GCA_029966025.1	GenBank		Complete Genome	95856	95856	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4021_83639	38018	ASM2996603v1	GCA_029966035.1	GenBank		Complete Genome	96100	96100	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4008_53342	38018	ASM2996604v1	GCA_029966045.1	GenBank		Complete Genome	95084	95084	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4004_62614	38018	ASM2996605v1	GCA_029966055.1	GenBank		Complete Genome	96440	96440	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3990_65383	38018	ASM2996606v1	GCA_029966065.1	GenBank		Complete Genome	42293	42293	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3979_5654	38018	ASM2996607v1	GCA_029966075.1	GenBank		Complete Genome	98242	98242	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3963_97235	38018	ASM2996608v1	GCA_029966085.1	GenBank		Complete Genome	96171	96171	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3950_37502	38018	ASM2996609v1	GCA_029966095.1	GenBank		Complete Genome	21727	21727	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3950_21566	38018	ASM2996610v1	GCA_029966105.1	GenBank		Complete Genome	98317	98317	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3947_59002	38018	ASM2996611v1	GCA_029966115.1	GenBank		Complete Genome	95944	95944	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3902_6930	38018	ASM2996612v1	GCA_029966125.1	GenBank		Complete Genome	93279	93279	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3896_80391	38018	ASM2996613v1	GCA_029966135.1	GenBank		Complete Genome	93692	93692	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3887_66932	38018	ASM2996614v1	GCA_029966145.1	GenBank		Complete Genome	48183	48183	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3837_5314	38018	ASM2996615v1	GCA_029966155.1	GenBank		Complete Genome	95671	95671	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3836_82712	38018	ASM2996616v1	GCA_029966165.1	GenBank		Complete Genome	42396	42396	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3834_34012	38018	ASM2996617v1	GCA_029966175.1	GenBank		Complete Genome	42650	42650	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3749_43505	38018	ASM2996618v1	GCA_029966185.1	GenBank		Complete Genome	49923	49923	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3735_11589	38018	ASM2996619v1	GCA_029966195.1	GenBank		Complete Genome	83325	83325	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3695_32156	38018	ASM2996620v1	GCA_029966205.1	GenBank		Complete Genome	95164	95164	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3667_87239	38018	ASM2996621v1	GCA_029966215.1	GenBank		Complete Genome	32320	32320	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3637_12467	38018	ASM2996622v1	GCA_029966225.1	GenBank		Complete Genome	98501	98501	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3604_44353	38018	ASM2996623v1	GCA_029966235.1	GenBank		Complete Genome	89361	89361	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3602_21930	38018	ASM2996624v1	GCA_029966245.1	GenBank		Complete Genome	95720	95720	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3579_1491	38018	ASM2996625v1	GCA_029966255.1	GenBank		Complete Genome	95467	95467	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3569_9287	38018	ASM2996626v1	GCA_029966265.1	GenBank		Complete Genome	34725	34725	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3559_26168	38018	ASM2996627v1	GCA_029966275.1	GenBank		Complete Genome	40015	40015	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3529_106758	38018	ASM2996628v1	GCA_029966285.1	GenBank		Complete Genome	95687	95687	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3398_80882	38018	ASM2996629v1	GCA_029966295.1	GenBank		Complete Genome	30111	30111	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3363_40448	38018	ASM2996630v1	GCA_029966305.1	GenBank		Complete Genome	96580	96580	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3329_62965	38018	ASM2996631v1	GCA_029966315.1	GenBank		Complete Genome	93193	93193	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3251_90521	38018	ASM2996632v1	GCA_029966325.1	GenBank		Complete Genome	94968	94968	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3014_80107	38018	ASM2996633v1	GCA_029966335.1	GenBank		Complete Genome	95635	95635	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2962_81735	38018	ASM2996634v1	GCA_029966345.1	GenBank		Complete Genome	95441	95441	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2938_98355	38018	ASM2996635v1	GCA_029966355.1	GenBank		Complete Genome	95762	95762	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2924_82214	38018	ASM2996636v1	GCA_029966365.1	GenBank		Complete Genome	96655	96655	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2898_70100	38018	ASM2996637v1	GCA_029966375.1	GenBank		Complete Genome	50731	50731	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2116_53263	38018	ASM2996638v1	GCA_029966385.1	GenBank		Complete Genome	97070	97070	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2073_87643	38018	ASM2996639v1	GCA_029966395.1	GenBank		Complete Genome	95831	95831	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2062_7705	38018	ASM2996640v1	GCA_029966405.1	GenBank		Complete Genome	32397	32397	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2055_117265	38018	ASM2996641v1	GCA_029966415.1	GenBank		Complete Genome	95704	95704	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2044_69172	38018	ASM2996642v1	GCA_029966425.1	GenBank		Complete Genome	43313	43313	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 1983_52899	38018	ASM2996643v1	GCA_029966435.1	GenBank		Complete Genome	96245	96245	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 1971_73619	38018	ASM2996644v1	GCA_029966445.1	GenBank		Complete Genome	44340	44340	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 1942_67309	38018	ASM2996645v1	GCA_029966455.1	GenBank		Complete Genome	94150	94150	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 1939_50577	38018	ASM2996646v1	GCA_029966465.1	GenBank		Complete Genome	93394	93394	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 1929_63266	38018	ASM2996647v1	GCA_029966475.1	GenBank		Complete Genome	37648	37648	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-P047_81602	38018	ASM2996648v1	GCA_029966485.1	GenBank		Complete Genome	95480	95480	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: PF-P024_77668	38018	ASM2996649v1	GCA_029966495.1	GenBank		Complete Genome	76606	76606	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4253_83032	38018	ASM2996650v1	GCA_029966505.1	GenBank		Complete Genome	44562	44562	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 4224_22020	38018	ASM2996651v1	GCA_029966515.1	GenBank		Complete Genome	91978	91978	2022-09-04		PRJNA862966	
Bacteriophage sp.		isolate: 2821_35324	38018	ASM2996652v1	GCA_029966525.1	GenBank		Complete Genome	95843	95843	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2792_57981	38018	ASM2996653v1	GCA_029966535.1	GenBank		Complete Genome	55450	55450	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2763_54477	38018	ASM2996654v1	GCA_029966545.1	GenBank		Complete Genome	49017	49017	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2727_26512	38018	ASM2996655v1	GCA_029966555.1	GenBank		Complete Genome	94631	94631	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2714_5133	38018	ASM2996656v1	GCA_029966565.1	GenBank		Complete Genome	97906	97906	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2704_126881	38018	ASM2996657v1	GCA_029966575.1	GenBank		Complete Genome	95683	95683	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2698_25119	38018	ASM2996658v1	GCA_029966585.1	GenBank		Complete Genome	95099	95099	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2602_64326	38018	ASM2996659v1	GCA_029966595.1	GenBank		Complete Genome	95779	95779	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2480_24179	38018	ASM2996660v1	GCA_029966605.1	GenBank		Complete Genome	43531	43531	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2295_23115	38018	ASM2996661v1	GCA_029966615.1	GenBank		Complete Genome	26362	26362	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2207_75435	38018	ASM2996662v1	GCA_029966625.1	GenBank		Complete Genome	95616	95616	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2179_33921	38018	ASM2996663v1	GCA_029966635.1	GenBank		Complete Genome	96752	96752	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2145_18632	38018	ASM2996664v1	GCA_029966645.1	GenBank		Complete Genome	60925	60925	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2142_29128	38018	ASM2996665v1	GCA_029966655.1	GenBank		Complete Genome	83817	83817	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 2138_86250	38018	ASM2996666v1	GCA_029966665.1	GenBank		Complete Genome	95319	95319	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1859_88337	38018	ASM2996667v1	GCA_029966675.1	GenBank		Complete Genome	34204	34204	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1797_42927	38018	ASM2996668v1	GCA_029966685.1	GenBank		Complete Genome	95381	95381	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 1683_80960	38018	ASM2996669v1	GCA_029966695.1	GenBank		Complete Genome	64097	64097	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1600_6139	38018	ASM2996670v1	GCA_029966705.1	GenBank		Complete Genome	95809	95809	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1582_120024	38018	ASM2996671v1	GCA_029966715.1	GenBank		Complete Genome	92070	92070	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1563_44488	38018	ASM2996672v1	GCA_029966725.1	GenBank		Complete Genome	98251	98251	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1525_50336	38018	ASM2996673v1	GCA_029966735.1	GenBank		Complete Genome	96848	96848	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1520_4138	38018	ASM2996674v1	GCA_029966745.1	GenBank		Complete Genome	62043	62043	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1505_141683	38018	ASM2996675v1	GCA_029966755.1	GenBank		Complete Genome	83445	83445	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1482_41062	38018	ASM2996676v1	GCA_029966765.1	GenBank		Complete Genome	84888	84888	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1481_1682	38018	ASM2996677v1	GCA_029966775.1	GenBank		Complete Genome	91591	91591	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1450_54017	38018	ASM2996678v1	GCA_029966785.1	GenBank		Complete Genome	45862	45862	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1305_50979	38018	ASM2996679v1	GCA_029966795.1	GenBank		Complete Genome	94230	94230	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1297_49743	38018	ASM2996680v1	GCA_029966805.1	GenBank		Complete Genome	97450	97450	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1245_81325	38018	ASM2996681v1	GCA_029966815.1	GenBank		Complete Genome	40903	40903	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0466_102415	38018	ASM2996682v1	GCA_029966825.1	GenBank		Complete Genome	33450	33450	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0377_101794	38018	ASM2996683v1	GCA_029966835.1	GenBank		Complete Genome	95762	95762	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0309_41280	38018	ASM2996684v1	GCA_029966845.1	GenBank		Complete Genome	98058	98058	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0223_91779	38018	ASM2996685v1	GCA_029966855.1	GenBank		Complete Genome	63678	63678	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 0078_63247	38018	ASM2996686v1	GCA_029966865.1	GenBank		Complete Genome	52977	52977	2022-09-02		PRJNA862966	
Bacteriophage sp.		isolate: 1165_14357	38018	ASM2996687v1	GCA_029966875.1	GenBank		Complete Genome	92936	92936	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0962_68610	38018	ASM2996688v1	GCA_029966885.1	GenBank		Complete Genome	96806	96806	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0851_45377	38018	ASM2996689v1	GCA_029966895.1	GenBank		Complete Genome	39693	39693	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0797_33772	38018	ASM2996690v1	GCA_029966905.1	GenBank		Complete Genome	36675	36675	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0754_90425	38018	ASM2996691v1	GCA_029966915.1	GenBank		Complete Genome	40997	40997	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0725_4066	38018	ASM2996692v1	GCA_029966925.1	GenBank		Complete Genome	96813	96813	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 0597_50604	38018	ASM2996693v1	GCA_029966935.1	GenBank		Complete Genome	43607	43607	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 4313_96636	38018	ASM2996694v1	GCA_029966945.1	GenBank		Complete Genome	84960	84960	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 4268_83826	38018	ASM2996695v1	GCA_029966955.1	GenBank		Complete Genome	96800	96800	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3893_51450	38018	ASM2996696v1	GCA_029966965.1	GenBank		Complete Genome	82298	82298	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3847_99806	38018	ASM2996697v1	GCA_029966975.1	GenBank		Complete Genome	42150	42150	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3787_59493	38018	ASM2996698v1	GCA_029966985.1	GenBank		Complete Genome	84402	84402	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3671_122074	38018	ASM2996699v1	GCA_029966995.1	GenBank		Complete Genome	94965	94965	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3531_11008	38018	ASM2996700v1	GCA_029967005.1	GenBank		Complete Genome	178762	178762	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3259_76892	38018	ASM2996701v1	GCA_029967015.1	GenBank		Complete Genome	84741	84741	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3209_57656	38018	ASM2996702v1	GCA_029967025.1	GenBank		Complete Genome	28672	28672	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 3190_52781	38018	ASM2996703v1	GCA_029967035.1	GenBank		Complete Genome	182226	182226	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2931_60834	38018	ASM2996704v1	GCA_029967045.1	GenBank		Complete Genome	97947	97947	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2623_45927	38018	ASM2996705v1	GCA_029967055.1	GenBank		Complete Genome	39872	39872	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2520_74469	38018	ASM2996706v1	GCA_029967065.1	GenBank		Complete Genome	97488	97488	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2191_23160	38018	ASM2996707v1	GCA_029967075.1	GenBank		Complete Genome	96528	96528	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2170_89985	38018	ASM2996708v1	GCA_029967085.1	GenBank		Complete Genome	85552	85552	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2168_25925	38018	ASM2996709v1	GCA_029967095.1	GenBank		Complete Genome	64352	64352	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 2145_96922	38018	ASM2996710v1	GCA_029967105.1	GenBank		Complete Genome	83554	83554	2022-09-01		PRJNA862966	
Bacteriophage sp.		isolate: 4181_120260	38018	ASM2996711v1	GCA_029967115.1	GenBank		Complete Genome	42881	42881	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4160_55701	38018	ASM2996712v1	GCA_029967125.1	GenBank		Complete Genome	49324	49324	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4156_46963	38018	ASM2996713v1	GCA_029967135.1	GenBank		Complete Genome	38713	38713	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4070_55907	38018	ASM2996714v1	GCA_029967145.1	GenBank		Complete Genome	95455	95455	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4047_11540	38018	ASM2996715v1	GCA_029967155.1	GenBank		Complete Genome	26540	26540	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4039_63241	38018	ASM2996716v1	GCA_029967165.1	GenBank		Complete Genome	89698	89698	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 4017_43630	38018	ASM2996717v1	GCA_029967175.1	GenBank		Complete Genome	74495	74495	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3993_101156	38018	ASM2996718v1	GCA_029967185.1	GenBank		Complete Genome	95344	95344	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3990_52620	38018	ASM2996719v1	GCA_029967195.1	GenBank		Complete Genome	67286	67286	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3975_89390	38018	ASM2996720v1	GCA_029967205.1	GenBank		Complete Genome	39477	39477	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3862_39941	38018	ASM2996721v1	GCA_029967215.1	GenBank		Complete Genome	70709	70709	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3854_100395	38018	ASM2996722v1	GCA_029967225.1	GenBank		Complete Genome	38989	38989	2022-09-06		PRJNA862966	
Bacteriophage sp.		isolate: 3848_25007	38018	ASM2996723v1	GCA_029967235.1	GenBank		Complete Genome	96678	96678	2022-09-06		PRJNA862966	
